,distance counterfactual target instance lev,dataset,model,vectorizer,method
29,11,fake,Neural Network,_TfidfVectorizer,SEDC
30,10,fake,Neural Network,_TfidfVectorizer,SEDC
31,7,fake,Neural Network,_TfidfVectorizer,SEDC
32,8,fake,Neural Network,_TfidfVectorizer,SEDC
33,4,fake,Neural Network,_TfidfVectorizer,SEDC
34,6,fake,Neural Network,_TfidfVectorizer,SEDC
35,5,fake,Neural Network,_TfidfVectorizer,SEDC
36,11,fake,Neural Network,_TfidfVectorizer,SEDC
37,10,fake,Neural Network,_TfidfVectorizer,SEDC
38,4,fake,Neural Network,_TfidfVectorizer,SEDC
39,7,fake,Neural Network,_TfidfVectorizer,SEDC
40,6,fake,Neural Network,_TfidfVectorizer,SEDC
41,13,fake,Neural Network,_TfidfVectorizer,SEDC
42,10,fake,Neural Network,_TfidfVectorizer,SEDC
43,13,fake,Neural Network,_TfidfVectorizer,SEDC
44,3,fake,Neural Network,_TfidfVectorizer,SEDC
45,5,fake,Neural Network,_TfidfVectorizer,SEDC
46,7,fake,Neural Network,_TfidfVectorizer,SEDC
47,4,fake,Neural Network,_TfidfVectorizer,SEDC
48,10,fake,Neural Network,_TfidfVectorizer,SEDC
49,9,fake,Neural Network,_TfidfVectorizer,SEDC
50,5,fake,Neural Network,_TfidfVectorizer,SEDC
51,7,fake,Neural Network,_TfidfVectorizer,SEDC
52,3,fake,Neural Network,_TfidfVectorizer,SEDC
53,4,fake,Neural Network,_TfidfVectorizer,SEDC
54,10,fake,Neural Network,_TfidfVectorizer,SEDC
55,14,fake,Neural Network,_TfidfVectorizer,SEDC
56,3,fake,Neural Network,_TfidfVectorizer,SEDC
57,8,fake,Neural Network,_TfidfVectorizer,SEDC
58,7,fake,Neural Network,_TfidfVectorizer,SEDC
59,3,fake,Neural Network,_TfidfVectorizer,SEDC
60,10,fake,Neural Network,_TfidfVectorizer,SEDC
61,6,fake,Neural Network,_TfidfVectorizer,SEDC
62,3,fake,Neural Network,_TfidfVectorizer,SEDC
63,3,fake,Neural Network,_TfidfVectorizer,SEDC
64,3,fake,Neural Network,_TfidfVectorizer,SEDC
65,10,fake,Neural Network,_TfidfVectorizer,SEDC
66,5,fake,Neural Network,_TfidfVectorizer,SEDC
67,5,fake,Neural Network,_TfidfVectorizer,SEDC
68,3,fake,Neural Network,_TfidfVectorizer,SEDC
69,4,fake,Neural Network,_TfidfVectorizer,SEDC
70,4,fake,Neural Network,_TfidfVectorizer,SEDC
71,4,fake,Neural Network,_TfidfVectorizer,SEDC
72,12,fake,Neural Network,_TfidfVectorizer,SEDC
73,5,fake,Neural Network,_TfidfVectorizer,SEDC
74,7,fake,Neural Network,_TfidfVectorizer,SEDC
75,9,fake,Neural Network,_TfidfVectorizer,SEDC
76,9,fake,Neural Network,_TfidfVectorizer,SEDC
77,3,fake,Neural Network,_TfidfVectorizer,SEDC
78,16,fake,Neural Network,_TfidfVectorizer,SEDC
79,6,fake,Neural Network,_TfidfVectorizer,SEDC
80,3,fake,Neural Network,_TfidfVectorizer,SEDC
81,9,fake,Neural Network,_TfidfVectorizer,SEDC
82,5,fake,Neural Network,_TfidfVectorizer,SEDC
83,7,fake,Neural Network,_TfidfVectorizer,SEDC
84,10,fake,Neural Network,_TfidfVectorizer,SEDC
85,11,fake,Neural Network,_TfidfVectorizer,SEDC
86,11,fake,Neural Network,_TfidfVectorizer,SEDC
87,8,fake,Neural Network,_TfidfVectorizer,SEDC
88,12,fake,Neural Network,_TfidfVectorizer,SEDC
89,5,fake,Neural Network,_TfidfVectorizer,SEDC
90,8,fake,Neural Network,_TfidfVectorizer,SEDC
91,7,fake,Neural Network,_TfidfVectorizer,SEDC
92,7,fake,Neural Network,_TfidfVectorizer,SEDC
93,6,fake,Neural Network,_TfidfVectorizer,SEDC
94,4,fake,Neural Network,_TfidfVectorizer,SEDC
95,3,fake,Neural Network,_TfidfVectorizer,SEDC
96,13,fake,Neural Network,_TfidfVectorizer,SEDC
97,5,fake,Neural Network,_TfidfVectorizer,SEDC
98,3,fake,Neural Network,_TfidfVectorizer,SEDC
99,11,fake,Neural Network,_TfidfVectorizer,SEDC
0,2,fake,Neural Network,_TfidfVectorizer,Growing Net
1,4,fake,Neural Network,_TfidfVectorizer,Growing Net
2,11,fake,Neural Network,_TfidfVectorizer,Growing Net
3,7,fake,Neural Network,_TfidfVectorizer,Growing Net
4,2,fake,Neural Network,_TfidfVectorizer,Growing Net
5,4,fake,Neural Network,_TfidfVectorizer,Growing Net
6,7,fake,Neural Network,_TfidfVectorizer,Growing Net
7,8,fake,Neural Network,_TfidfVectorizer,Growing Net
8,7,fake,Neural Network,_TfidfVectorizer,Growing Net
9,11,fake,Neural Network,_TfidfVectorizer,Growing Net
10,11,fake,Neural Network,_TfidfVectorizer,Growing Net
11,10,fake,Neural Network,_TfidfVectorizer,Growing Net
12,9,fake,Neural Network,_TfidfVectorizer,Growing Net
13,1,fake,Neural Network,_TfidfVectorizer,Growing Net
14,12,fake,Neural Network,_TfidfVectorizer,Growing Net
15,3,fake,Neural Network,_TfidfVectorizer,Growing Net
16,5,fake,Neural Network,_TfidfVectorizer,Growing Net
17,2,fake,Neural Network,_TfidfVectorizer,Growing Net
18,2,fake,Neural Network,_TfidfVectorizer,Growing Net
19,8,fake,Neural Network,_TfidfVectorizer,Growing Net
20,6,fake,Neural Network,_TfidfVectorizer,Growing Net
21,1,fake,Neural Network,_TfidfVectorizer,Growing Net
22,8,fake,Neural Network,_TfidfVectorizer,Growing Net
23,7,fake,Neural Network,_TfidfVectorizer,Growing Net
24,5,fake,Neural Network,_TfidfVectorizer,Growing Net
25,4,fake,Neural Network,_TfidfVectorizer,Growing Net
26,4,fake,Neural Network,_TfidfVectorizer,Growing Net
27,4,fake,Neural Network,_TfidfVectorizer,Growing Net
28,10,fake,Neural Network,_TfidfVectorizer,Growing Net
29,10,fake,Neural Network,_TfidfVectorizer,Growing Net
30,3,fake,Neural Network,_TfidfVectorizer,Growing Net
31,6,fake,Neural Network,_TfidfVectorizer,Growing Net
32,6,fake,Neural Network,_TfidfVectorizer,Growing Net
33,9,fake,Neural Network,_TfidfVectorizer,Growing Net
34,11,fake,Neural Network,_TfidfVectorizer,Growing Net
35,9,fake,Neural Network,_TfidfVectorizer,Growing Net
36,2,fake,Neural Network,_TfidfVectorizer,Growing Net
37,4,fake,Neural Network,_TfidfVectorizer,Growing Net
38,6,fake,Neural Network,_TfidfVectorizer,Growing Net
39,3,fake,Neural Network,_TfidfVectorizer,Growing Net
40,9,fake,Neural Network,_TfidfVectorizer,Growing Net
41,8,fake,Neural Network,_TfidfVectorizer,Growing Net
42,6,fake,Neural Network,_TfidfVectorizer,Growing Net
43,4,fake,Neural Network,_TfidfVectorizer,Growing Net
44,7,fake,Neural Network,_TfidfVectorizer,Growing Net
45,2,fake,Neural Network,_TfidfVectorizer,Growing Net
46,3,fake,Neural Network,_TfidfVectorizer,Growing Net
47,8,fake,Neural Network,_TfidfVectorizer,Growing Net
48,13,fake,Neural Network,_TfidfVectorizer,Growing Net
49,1,fake,Neural Network,_TfidfVectorizer,Growing Net
50,6,fake,Neural Network,_TfidfVectorizer,Growing Net
51,5,fake,Neural Network,_TfidfVectorizer,Growing Net
52,2,fake,Neural Network,_TfidfVectorizer,Growing Net
53,8,fake,Neural Network,_TfidfVectorizer,Growing Net
54,4,fake,Neural Network,_TfidfVectorizer,Growing Net
55,2,fake,Neural Network,_TfidfVectorizer,Growing Net
56,2,fake,Neural Network,_TfidfVectorizer,Growing Net
57,2,fake,Neural Network,_TfidfVectorizer,Growing Net
58,8,fake,Neural Network,_TfidfVectorizer,Growing Net
59,6,fake,Neural Network,_TfidfVectorizer,Growing Net
60,4,fake,Neural Network,_TfidfVectorizer,Growing Net
61,5,fake,Neural Network,_TfidfVectorizer,Growing Net
62,3,fake,Neural Network,_TfidfVectorizer,Growing Net
63,3,fake,Neural Network,_TfidfVectorizer,Growing Net
64,3,fake,Neural Network,_TfidfVectorizer,Growing Net
65,3,fake,Neural Network,_TfidfVectorizer,Growing Net
66,11,fake,Neural Network,_TfidfVectorizer,Growing Net
67,4,fake,Neural Network,_TfidfVectorizer,Growing Net
68,9,fake,Neural Network,_TfidfVectorizer,Growing Net
69,6,fake,Neural Network,_TfidfVectorizer,Growing Net
70,1,fake,Neural Network,_TfidfVectorizer,Growing Net
71,12,fake,Neural Network,_TfidfVectorizer,Growing Net
72,5,fake,Neural Network,_TfidfVectorizer,Growing Net
73,7,fake,Neural Network,_TfidfVectorizer,Growing Net
74,2,fake,Neural Network,_TfidfVectorizer,Growing Net
75,2,fake,Neural Network,_TfidfVectorizer,Growing Net
76,8,fake,Neural Network,_TfidfVectorizer,Growing Net
77,4,fake,Neural Network,_TfidfVectorizer,Growing Net
78,8,fake,Neural Network,_TfidfVectorizer,Growing Net
79,7,fake,Neural Network,_TfidfVectorizer,Growing Net
80,12,fake,Neural Network,_TfidfVectorizer,Growing Net
81,8,fake,Neural Network,_TfidfVectorizer,Growing Net
82,12,fake,Neural Network,_TfidfVectorizer,Growing Net
83,3,fake,Neural Network,_TfidfVectorizer,Growing Net
84,7,fake,Neural Network,_TfidfVectorizer,Growing Net
85,7,fake,Neural Network,_TfidfVectorizer,Growing Net
86,6,fake,Neural Network,_TfidfVectorizer,Growing Net
87,5,fake,Neural Network,_TfidfVectorizer,Growing Net
88,4,fake,Neural Network,_TfidfVectorizer,Growing Net
89,2,fake,Neural Network,_TfidfVectorizer,Growing Net
90,5,fake,Neural Network,_TfidfVectorizer,Growing Net
91,3,fake,Neural Network,_TfidfVectorizer,Growing Net
92,1,fake,Neural Network,_TfidfVectorizer,Growing Net
93,12,fake,Neural Network,_TfidfVectorizer,Growing Net
94,7,fake,Neural Network,_TfidfVectorizer,Growing Net
95,7,fake,Neural Network,_TfidfVectorizer,Growing Net
96,8,fake,Neural Network,_TfidfVectorizer,Growing Net
97,2,fake,Neural Network,_TfidfVectorizer,Growing Net
98,5,fake,Neural Network,_TfidfVectorizer,Growing Net
99,7,fake,Neural Network,_TfidfVectorizer,Growing Net
0,5,fake,Neural Network,_TfidfVectorizer,Growing Language
1,2,fake,Neural Network,_TfidfVectorizer,Growing Language
2,3,fake,Neural Network,_TfidfVectorizer,Growing Language
3,10,fake,Neural Network,_TfidfVectorizer,Growing Language
4,2,fake,Neural Network,_TfidfVectorizer,Growing Language
5,2,fake,Neural Network,_TfidfVectorizer,Growing Language
6,3,fake,Neural Network,_TfidfVectorizer,Growing Language
7,7,fake,Neural Network,_TfidfVectorizer,Growing Language
8,3,fake,Neural Network,_TfidfVectorizer,Growing Language
9,7,fake,Neural Network,_TfidfVectorizer,Growing Language
10,2,fake,Neural Network,_TfidfVectorizer,Growing Language
11,12,fake,Neural Network,_TfidfVectorizer,Growing Language
12,12,fake,Neural Network,_TfidfVectorizer,Growing Language
13,11,fake,Neural Network,_TfidfVectorizer,Growing Language
14,5,fake,Neural Network,_TfidfVectorizer,Growing Language
15,1,fake,Neural Network,_TfidfVectorizer,Growing Language
16,11,fake,Neural Network,_TfidfVectorizer,Growing Language
17,2,fake,Neural Network,_TfidfVectorizer,Growing Language
18,3,fake,Neural Network,_TfidfVectorizer,Growing Language
19,2,fake,Neural Network,_TfidfVectorizer,Growing Language
20,2,fake,Neural Network,_TfidfVectorizer,Growing Language
21,5,fake,Neural Network,_TfidfVectorizer,Growing Language
22,7,fake,Neural Network,_TfidfVectorizer,Growing Language
23,2,fake,Neural Network,_TfidfVectorizer,Growing Language
24,6,fake,Neural Network,_TfidfVectorizer,Growing Language
25,5,fake,Neural Network,_TfidfVectorizer,Growing Language
26,5,fake,Neural Network,_TfidfVectorizer,Growing Language
27,5,fake,Neural Network,_TfidfVectorizer,Growing Language
28,4,fake,Neural Network,_TfidfVectorizer,Growing Language
29,3,fake,Neural Network,_TfidfVectorizer,Growing Language
30,4,fake,Neural Network,_TfidfVectorizer,Growing Language
31,8,fake,Neural Network,_TfidfVectorizer,Growing Language
32,10,fake,Neural Network,_TfidfVectorizer,Growing Language
33,4,fake,Neural Network,_TfidfVectorizer,Growing Language
34,6,fake,Neural Network,_TfidfVectorizer,Growing Language
35,5,fake,Neural Network,_TfidfVectorizer,Growing Language
36,7,fake,Neural Network,_TfidfVectorizer,Growing Language
37,2,fake,Neural Network,_TfidfVectorizer,Growing Language
38,4,fake,Neural Network,_TfidfVectorizer,Growing Language
39,6,fake,Neural Network,_TfidfVectorizer,Growing Language
40,3,fake,Neural Network,_TfidfVectorizer,Growing Language
41,7,fake,Neural Network,_TfidfVectorizer,Growing Language
42,4,fake,Neural Network,_TfidfVectorizer,Growing Language
43,6,fake,Neural Network,_TfidfVectorizer,Growing Language
44,7,fake,Neural Network,_TfidfVectorizer,Growing Language
45,2,fake,Neural Network,_TfidfVectorizer,Growing Language
46,3,fake,Neural Network,_TfidfVectorizer,Growing Language
47,7,fake,Neural Network,_TfidfVectorizer,Growing Language
48,14,fake,Neural Network,_TfidfVectorizer,Growing Language
49,2,fake,Neural Network,_TfidfVectorizer,Growing Language
50,5,fake,Neural Network,_TfidfVectorizer,Growing Language
51,6,fake,Neural Network,_TfidfVectorizer,Growing Language
52,2,fake,Neural Network,_TfidfVectorizer,Growing Language
53,5,fake,Neural Network,_TfidfVectorizer,Growing Language
54,5,fake,Neural Network,_TfidfVectorizer,Growing Language
55,2,fake,Neural Network,_TfidfVectorizer,Growing Language
56,2,fake,Neural Network,_TfidfVectorizer,Growing Language
57,2,fake,Neural Network,_TfidfVectorizer,Growing Language
58,7,fake,Neural Network,_TfidfVectorizer,Growing Language
59,2,fake,Neural Network,_TfidfVectorizer,Growing Language
60,2,fake,Neural Network,_TfidfVectorizer,Growing Language
61,2,fake,Neural Network,_TfidfVectorizer,Growing Language
62,2,fake,Neural Network,_TfidfVectorizer,Growing Language
63,3,fake,Neural Network,_TfidfVectorizer,Growing Language
64,11,fake,Neural Network,_TfidfVectorizer,Growing Language
65,4,fake,Neural Network,_TfidfVectorizer,Growing Language
66,4,fake,Neural Network,_TfidfVectorizer,Growing Language
67,9,fake,Neural Network,_TfidfVectorizer,Growing Language
68,2,fake,Neural Network,_TfidfVectorizer,Growing Language
69,12,fake,Neural Network,_TfidfVectorizer,Growing Language
70,5,fake,Neural Network,_TfidfVectorizer,Growing Language
71,2,fake,Neural Network,_TfidfVectorizer,Growing Language
72,2,fake,Neural Network,_TfidfVectorizer,Growing Language
73,2,fake,Neural Network,_TfidfVectorizer,Growing Language
74,7,fake,Neural Network,_TfidfVectorizer,Growing Language
75,6,fake,Neural Network,_TfidfVectorizer,Growing Language
76,6,fake,Neural Network,_TfidfVectorizer,Growing Language
77,4,fake,Neural Network,_TfidfVectorizer,Growing Language
78,9,fake,Neural Network,_TfidfVectorizer,Growing Language
79,4,fake,Neural Network,_TfidfVectorizer,Growing Language
80,3,fake,Neural Network,_TfidfVectorizer,Growing Language
81,2,fake,Neural Network,_TfidfVectorizer,Growing Language
82,2,fake,Neural Network,_TfidfVectorizer,Growing Language
83,4,fake,Neural Network,_TfidfVectorizer,Growing Language
84,2,fake,Neural Network,_TfidfVectorizer,Growing Language
85,9,fake,Neural Network,_TfidfVectorizer,Growing Language
86,7,fake,Neural Network,_TfidfVectorizer,Growing Language
87,4,fake,Neural Network,_TfidfVectorizer,Growing Language
88,5,fake,Neural Network,_TfidfVectorizer,Growing Language
89,2,fake,Neural Network,_TfidfVectorizer,Growing Language
90,5,fake,Neural Network,_TfidfVectorizer,Growing Language
91,5,fake,Neural Network,_TfidfVectorizer,Growing Language
92,2,fake,Neural Network,_TfidfVectorizer,Growing Language
93,6,fake,Neural Network,_TfidfVectorizer,Growing Language
94,2,fake,Neural Network,_TfidfVectorizer,Growing Language
95,9,fake,Neural Network,_TfidfVectorizer,Growing Language
96,8,fake,Neural Network,_TfidfVectorizer,Growing Language
97,4,fake,Neural Network,_TfidfVectorizer,Growing Language
98,5,fake,Neural Network,_TfidfVectorizer,Growing Language
99,2,fake,Neural Network,_TfidfVectorizer,Growing Language
0,1,fake,Neural Network,_TfidfVectorizer,Polyjuice
1,18,fake,Neural Network,_TfidfVectorizer,Polyjuice
2,28,fake,Neural Network,_TfidfVectorizer,Polyjuice
3,4,fake,Neural Network,_TfidfVectorizer,Polyjuice
4,2,fake,Neural Network,_TfidfVectorizer,Polyjuice
5,11,fake,Neural Network,_TfidfVectorizer,Polyjuice
6,1,fake,Neural Network,_TfidfVectorizer,Polyjuice
7,18,fake,Neural Network,_TfidfVectorizer,Polyjuice
8,1,fake,Neural Network,_TfidfVectorizer,Polyjuice
9,14,fake,Neural Network,_TfidfVectorizer,Polyjuice
10,11,fake,Neural Network,_TfidfVectorizer,Polyjuice
11,15,fake,Neural Network,_TfidfVectorizer,Polyjuice
12,12,fake,Neural Network,_TfidfVectorizer,Polyjuice
13,15,fake,Neural Network,_TfidfVectorizer,Polyjuice
14,10,fake,Neural Network,_TfidfVectorizer,Polyjuice
15,17,fake,Neural Network,_TfidfVectorizer,Polyjuice
16,15,fake,Neural Network,_TfidfVectorizer,Polyjuice
17,2,fake,Neural Network,_TfidfVectorizer,Polyjuice
18,11,fake,Neural Network,_TfidfVectorizer,Polyjuice
19,2,fake,Neural Network,_TfidfVectorizer,Polyjuice
20,11,fake,Neural Network,_TfidfVectorizer,Polyjuice
21,11,fake,Neural Network,_TfidfVectorizer,Polyjuice
22,3,fake,Neural Network,_TfidfVectorizer,Polyjuice
23,2,fake,Neural Network,_TfidfVectorizer,Polyjuice
24,11,fake,Neural Network,_TfidfVectorizer,Polyjuice
25,2,fake,Neural Network,_TfidfVectorizer,Polyjuice
26,14,fake,Neural Network,_TfidfVectorizer,Polyjuice
27,6,fake,Neural Network,_TfidfVectorizer,Polyjuice
28,20,fake,Neural Network,_TfidfVectorizer,Polyjuice
29,15,fake,Neural Network,_TfidfVectorizer,Polyjuice
30,13,fake,Neural Network,_TfidfVectorizer,Polyjuice
31,15,fake,Neural Network,_TfidfVectorizer,Polyjuice
32,13,fake,Neural Network,_TfidfVectorizer,Polyjuice
33,13,fake,Neural Network,_TfidfVectorizer,Polyjuice
34,2,fake,Neural Network,_TfidfVectorizer,Polyjuice
35,15,fake,Neural Network,_TfidfVectorizer,Polyjuice
36,14,fake,Neural Network,_TfidfVectorizer,Polyjuice
37,8,fake,Neural Network,_TfidfVectorizer,Polyjuice
38,1,fake,Neural Network,_TfidfVectorizer,Polyjuice
39,17,fake,Neural Network,_TfidfVectorizer,Polyjuice
40,4,fake,Neural Network,_TfidfVectorizer,Polyjuice
41,4,fake,Neural Network,_TfidfVectorizer,Polyjuice
42,1,fake,Neural Network,_TfidfVectorizer,Polyjuice
43,1,fake,Neural Network,_TfidfVectorizer,Polyjuice
44,4,fake,Neural Network,_TfidfVectorizer,Polyjuice
45,2,fake,Neural Network,_TfidfVectorizer,Polyjuice
46,16,fake,Neural Network,_TfidfVectorizer,Polyjuice
47,15,fake,Neural Network,_TfidfVectorizer,Polyjuice
48,5,fake,Neural Network,_TfidfVectorizer,Polyjuice
49,7,fake,Neural Network,_TfidfVectorizer,Polyjuice
50,17,fake,Neural Network,_TfidfVectorizer,Polyjuice
51,10,fake,Neural Network,_TfidfVectorizer,Polyjuice
52,9,fake,Neural Network,_TfidfVectorizer,Polyjuice
53,20,fake,Neural Network,_TfidfVectorizer,Polyjuice
54,13,fake,Neural Network,_TfidfVectorizer,Polyjuice
55,8,fake,Neural Network,_TfidfVectorizer,Polyjuice
56,8,fake,Neural Network,_TfidfVectorizer,Polyjuice
57,13,fake,Neural Network,_TfidfVectorizer,Polyjuice
58,2,fake,Neural Network,_TfidfVectorizer,Polyjuice
59,12,fake,Neural Network,_TfidfVectorizer,Polyjuice
60,1,fake,Neural Network,_TfidfVectorizer,Polyjuice
61,2,fake,Neural Network,_TfidfVectorizer,Polyjuice
62,25,fake,Neural Network,_TfidfVectorizer,Polyjuice
63,9,fake,Neural Network,_TfidfVectorizer,Polyjuice
64,21,fake,Neural Network,_TfidfVectorizer,Polyjuice
65,1,fake,Neural Network,_TfidfVectorizer,Polyjuice
66,10,fake,Neural Network,_TfidfVectorizer,Polyjuice
67,6,fake,Neural Network,_TfidfVectorizer,Polyjuice
68,2,fake,Neural Network,_TfidfVectorizer,Polyjuice
69,1,fake,Neural Network,_TfidfVectorizer,Polyjuice
70,18,fake,Neural Network,_TfidfVectorizer,Polyjuice
71,20,fake,Neural Network,_TfidfVectorizer,Polyjuice
72,1,fake,Neural Network,_TfidfVectorizer,Polyjuice
73,10,fake,Neural Network,_TfidfVectorizer,Polyjuice
74,11,fake,Neural Network,_TfidfVectorizer,Polyjuice
75,19,fake,Neural Network,_TfidfVectorizer,Polyjuice
76,1,fake,Neural Network,_TfidfVectorizer,Polyjuice
77,3,fake,Neural Network,_TfidfVectorizer,Polyjuice
78,1,fake,Neural Network,_TfidfVectorizer,Polyjuice
79,23,fake,Neural Network,_TfidfVectorizer,Polyjuice
80,2,fake,Neural Network,_TfidfVectorizer,Polyjuice
81,12,fake,Neural Network,_TfidfVectorizer,Polyjuice
82,3,fake,Neural Network,_TfidfVectorizer,Polyjuice
83,14,fake,Neural Network,_TfidfVectorizer,Polyjuice
84,15,fake,Neural Network,_TfidfVectorizer,Polyjuice
85,29,fake,Neural Network,_TfidfVectorizer,Polyjuice
86,1,fake,Neural Network,_TfidfVectorizer,Polyjuice
87,10,fake,Neural Network,_TfidfVectorizer,Polyjuice
88,12,fake,Neural Network,_TfidfVectorizer,Polyjuice
89,1,fake,Neural Network,_TfidfVectorizer,Polyjuice
90,16,fake,Neural Network,_TfidfVectorizer,Polyjuice
91,18,fake,Neural Network,_TfidfVectorizer,Polyjuice
92,10,fake,Neural Network,_TfidfVectorizer,Polyjuice
93,16,fake,Neural Network,_TfidfVectorizer,Polyjuice
94,3,fake,Neural Network,_TfidfVectorizer,Polyjuice
95,2,fake,Neural Network,_TfidfVectorizer,Polyjuice
